번호,상세 위치,설치 위치,도로명주소,위도,경도,전화번호,latitude,longitude
11675,돌봄교실 옆 복도,서울개명초등학교,"서울특별시 구로구 개봉로1다길 16-9, 개명초등학교 (개봉동)",126.8509791,37.48303904,02-2684-5117,37.48305638,126.8509407
11676,보건실 앞,구일고등학교,"서울특별시 구로구 구일로 90-51, 구일고등학교 (구로동)",126.8746185,37.49350529,02-858-2547,37.49350529,126.8746185
11677,교문,서울미술고등학교,"서울특별시 관악구 남부순환로247길 26, 서울미술고등학교 (봉천동)",126.9667485,37.47669631,070-7005-8157,37.47669631,126.9667485
11678,관악구청 별관 3층,관악구치매안심센터,"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",126.9515012,37.47821067,02-879-7184,37.47821067,126.9515012
11679,관리동,관악드림타운(임대),"서울특별시 관악구 구암길 106 (봉천동, 관악드림타운아파트)",126.9486646,37.49127941,023285-5302,37.49127941,126.9486646
11680,148동 입구,관악드림타운(임대),"서울특별시 관악구 구암길 106 (봉천동, 관악드림타운아파트)",126.9479446,37.49215767,023285-5302,37.49127941,126.9486646
11681,본관 1층 중앙,봉천초등학교,"서울특별시 관악구 행운1라길 17, 서울봉천초등학교 (봉천동)",126.9581884,37.4832696,888-3927,37.48327321,126.9582092
11682,제 2관리사무소 앞,SK북한산시티(임대),"서울특별시 강북구 솔샘로 174 (미아동, SK북한산시티아파트)",127.0105997,37.61763836,02-6229-4612,37.61763836,127.0105997
11683,제 2경로당 내(제 2관리사무소 2층),SK북한산시티(임대),"서울특별시 강북구 솔샘로 174 (미아동, SK북한산시티아파트)",127.0105997,37.61763836,02-6229-4612,37.61763836,127.0105997
11684,보건실 앞,서울구로초등학교,"서울특별시 구로구 구로중앙로27나길 9, 구로초등학교 (구로동)",126.8859931,37.49727041,070-8662-9959,37.49726168,126.8860018
11685,2층 중앙복도,불암초,"서울특별시 노원구 중계로 178, 불암초등학교 (중계동)",127.0805755,37.65078237,02-932-5581,37.65115064,127.080651
11686,중앙현관,월계고등학교,"서울특별시 노원구 초안산로5길 66, 월계고등학교 (월계동)",127.0483883,37.63167341,02-900-0063,37.63167341,127.0483883
11687,관리사무소,삼익선경아파트,"서울특별시 노원구 노원로 214 (하계동, 삼익,선경아파트)",127.0775252,37.63831966,02-949-0350,37.63831966,127.0775252
11688,정문 경비실,하계우방아파트,"서울특별시 노원구 공릉로58길 176 (하계동, 우방아파트)",127.0774502,37.63744738,02-976-2510,37.63769871,127.0769631
11689,1층 중앙현관,서울세륜초등학교,"서울특별시 송파구 양재대로 1264, 세륜초등학교 (방이동)",127.1341633,37.51855781,02-431-0180,37.51857484,127.1341577
11690,올림픽회관 본관 1층,대한체육회,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",127.1155013,37.52043211,02-2144-8055,37.5203397,127.1155179
11691,1층 영업장,서울송파우체국,"서울특별시 송파구 오금로 323, 송파우체국 (오금동)",127.1280349,37.50246197,02-405-8706,37.50257386,127.128043
11692,본관 1층 보건실 앞,풍납중학교,"서울특별시 송파구 올림픽로43길 20, 풍납중학교 (풍납동)",127.1167045,37.52561949,2225-2000,37.52535051,127.1156283
11693,중앙현관복도,서울오륜초등학교,"서울특별시 송파구 양재대로 1196, 서울오륜초등학교 (방이동)",127.134495,37.51250271,403-8823,37.51242748,127.1343968
11694,올림픽회관 신관 1층,대한체육회,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",127.1158392,37.52072869,02-2144-8055,37.5203397,127.1155179
11695,관리실 입구,길음뉴타운 경남아너스빌,"서울특별시 성북구 정릉로 305 (정릉동, 길음뉴타운 경남아너스빌)",127.0178033,37.60484714,02-913-2030,37.60484714,127.0178033
11696,1층 보건실 앞,정의여자중학교,"서울특별시 도봉구 노해로49길 69, 정의학교 (쌍문동)",127.0324273,37.65335584,02-908-2724,37.65335584,127.0324273
11697,과학관3층 복도,정의여자중학교,"서울특별시 도봉구 노해로49길 69, 정의학교 (쌍문동)",127.0324273,37.65335584,02-908-2724,37.65335584,127.0324273
11698,체육관 1층,정의여자중학교,"서울특별시 도봉구 노해로49길 69, 정의학교 (쌍문동)",127.0324273,37.65335584,02-908-2724,37.65335584,127.0324273
11699,관리사무소 1층,대림아파트,"서울특별시 동작구 여의대방로44길 10 (대방동, 대림아파트)",126.9260908,37.50736122,02-826-2970,37.50736122,126.9260908
11700,일진과학본사사옥 맞은편 컨테이너,관악모범운전자회,"서울특별시 관악구 관천로 115, 일진과학본사사옥 (신림동)",126.9213909,37.48822432,010-2705-9925,37.48822432,126.9213909
11701,관리사무소,일신건영휴먼빌아파트,"서울특별시 성북구 아리랑로 89 (돈암동, 일신건영휴먼빌아파트)",127.0136175,37.60076991,02-921-4821,37.60076991,127.0136175
11702,본관 1층 중앙현관,당중초등학교,"서울특별시 영등포구 선유로 131, 당중초등학교 (양평동3가)",126.8894135,37.52628923,070-4272-9619,37.52628923,126.8894135
11703,보건실 내,서울정진학교,"서울특별시 구로구 부일로9길 158, 서울정진학교 (궁동)",126.8207519,37.49881449,070-4269-1019,37.49881449,126.8207519
11704,1층 보건실 앞 복도,구일중학교,"서울특별시 구로구 구일로 90-133, 구일중학교 (구로동)",126.8737702,37.49530091,02-2107-9130,37.49530091,126.8737702
11705,분리수거장,수락한신아파트,"서울특별시 노원구 동일로242길 80 (상계동, 수락한신아파트)",127.0597441,37.67417008,02-937-3106,37.67417008,127.0597441
11706,경비초소 내,월계1차한일아파트,"서울특별시 노원구 석계로15길 25 (월계동, 월계1차한일아파트)",127.0616436,37.62178854,02-911-1074,37.62206251,127.0613424
11707,1층 중앙현관,선덕중학교,"서울특별시 도봉구 시루봉로 53, 학교법인세그루학원 (쌍문동)",127.0267031,37.65627502,02-904-2147,37.65627502,127.0267031
11708,101동 5-6라인 E/L앞 현관,천호삼성아파트,"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",127.1347907,37.53830263,02-487-8518,37.53830263,127.1347907
11709,102동 3-4라인 E/L앞 현관,천호삼성아파트,"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",127.1347907,37.53830263,02-487-8518,37.53830263,127.1347907
11710,103동 E/L앞 현관,천호삼성아파트,"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",127.1347907,37.53830263,02-487-8518,37.53830263,127.1347907
11711,서관 소아과 1층,서울특별시어린이병원,"서울특별시 서초구 헌릉로 260, 서울시립어린이병원 (내곡동)",127.0688514,37.45571728,570-8363,37.45571728,127.0688514
11712,동관 6층,서울특별시어린이병원,"서울특별시 서초구 헌릉로 260, 서울시립어린이병원 (내곡동)",127.0688514,37.45571728,570-8363,37.45571728,127.0688514
11713,동관 5층,서울특별시어린이병원,"서울특별시 서초구 헌릉로 260, 서울시립어린이병원 (내곡동)",127.0688514,37.45571728,570-8363,37.45571728,127.0688514
11714,동관 2층,서울특별시어린이병원,"서울특별시 서초구 헌릉로 260, 서울시립어린이병원 (내곡동)",127.0688514,37.45571728,570-8363,37.45571728,127.0688514
11715,중앙초소 내,강일리버파크4단지,"서울특별시 강동구 아리수로97길 19 (강일동, 강일리버파크4단지아파트)",127.1767913,37.56699524,02-428-8585,37.56699524,127.1767913
11716,편의점 내부 시식대 옆,세븐일레븐뉴웨이브오리진점,"서울특별시 강동구 천호대로 1077 (천호동, 래미안강동팰리스)",127.1314376,37.53725665,010-4178-1487,37.53725665,127.1314376
11717,정문 출입구 초소 안,삼익그린2차아파트,"서울특별시 강동구 고덕로 210 (명일동, 삼익그린맨션)",127.147061,37.5538093,02-3427-6454,37.5538093,127.147061
11718,2층 관리사무소 앞,삼익그린2차아파트,"서울특별시 강동구 고덕로 210 (명일동, 삼익그린맨션)",127.147061,37.5538093,02-3427-6454,37.5538093,127.147061
11719,1층 안내데스크 옆,강동유소년스포츠센터,"서울특별시 강동구 상일로12길 60, 강동유소년스포츠센터 (상일동)",127.1742302,37.55528493,02-2045-7896,37.55528493,127.1742302
11720,보건실 앞 복도,세그루패션디자인고등학교,"서울특별시 도봉구 시루봉로 53, 학교법인세그루학원 (쌍문동)",127.0267031,37.65627502,02-993-0114,37.65627502,127.0267031
11721,관리사무실,강동그린웨이가족캠핑장,"서울특별시 강동구 천호대로206길 87, 강동그린웨이 가족캠핑장 관리사무소 (둔촌동)",127.154089,37.53587308,02-2045-7881,37.53587308,127.154089
11722,4층 홈베이스,계성고등학교,"서울특별시 성북구 길음로 63, 계성고등학교 (길음동)",127.0201836,37.6074936,010-3227-2093,37.6075325,127.0203355
11723,관람석,비오비(BOB)어린이수영장,서울특별시 성북구 종암로 120 (종암동),127.0344387,37.60102155,010-5081-8854,37.60102083,127.0344389
11724,관리사무소 내,강변건영아파트,"서울특별시 성동구 왕십리로 36 (성수동1가, 강변 건영아파트)",127.0442769,37.54046563,02-462-7061,37.54046563,127.0442769
11725,1101동 지하 1층,신도림4차이편한세상아파트,"서울특별시 구로구 경인로65길 16-15, 1101동 지하1층 (신도림동, 신도림4차 e-편한세상)",126.8865614,37.50935488,010-4203-6097,37.50935488,126.8865614
11726,관리실 옆 휘트니스 센터 내,신도림4차이편한세상아파트,"서울특별시 구로구 경인로65길 16-15 (신도림동, 신도림4차 e-편한세상)",126.8865614,37.50935488,010-4203-6097,37.50935488,126.8865614
11727,1110 지하 1층,신도림4차이편한세상아파트,"서울특별시 구로구 경인로65길 16-15, 1110동 지하 1층 (신도림동, 신도림4차 e-편한세상)",126.8865614,37.50935488,010-4203-6097,37.50935488,126.8865614
11728,키즈카페 2층입구 오른쪽벽면,서울강서구육아종합지원센터,"서울특별시 강서구 수명로2길 50, 강서구육아종합지원센터 (내발산동)",126.826284,37.54944029,010-6232-0417,37.54944029,126.826284
11729,1층 로비 중앙,미림마이스터고등학교,"서울특별시 관악구 호암로 546, 서울미림여자고등학교 (신림동)",126.9319279,37.4661018,010-9249-2650,37.4661018,126.9319279
11730,2층 교장실 앞 복도,미림마이스터고등학교,"서울특별시 관악구 호암로 546, 서울미림여자고등학교 (신림동)",126.9319279,37.4661018,010-9249-2650,37.4661018,126.9319279
11731,관리동 1층,주공1단지,"서울특별시 관악구 광신길 160 (신림동, 신림1단지주공아파트)",126.9283588,37.46628846,02-889-4523,37.46603314,126.9273708
11732,1층 출입구 왼쪽 벽면,프란치스코의집,서울특별시 강북구 노해로23길 88-18 (수유동),127.0195211,37.64725335,010-2289-0969,37.64725335,127.0195211
11733,주민복지관2 두번째 출입문 왼쪽 유리벽 앞,100세건강플러스,"서울특별시 강북구 오현로 208, 309동 109호 (번동, 번동주공아파트)",127.0428643,37.62922325,02-901-6728,37.63013826,127.0414162
11734,청사 내,논현2동주민센터,서울특별시 강남구 학동로34길 17 (논현동),127.0373509,37.51739589,011-9781-5679,37.51344778,127.033753
11735,73수5597호 차량내 설치,(주)성심환자이송단,"서울특별시 양천구 남부순환로 514, 502호 (신월동)",126.8363281,37.52253898,02-2691-1339,37.52253898,126.8363281
11736,경로당 옆,청백4단지아파트,"서울특별시 노원구 월계로45가길 94 (월계동, 월계청백4단지아파트)",127.0517051,37.63170868,02-9224-4687,37.63181553,127.052327
11737,사무실 옆 복도,부모섬김노인요양원,"서울특별시 성북구 오패산로 98, 로만플라자 3층 (하월곡동)",127.03565,37.61084937,010-2366-1492,37.61086343,127.0356397
11738,관리사무실,돈암풍림아파트,"서울특별시 성북구 북악산로 913 (돈암동, 풍림아파트)",127.0229547,37.59655948,010-4050-5981,37.59655948,127.0229547
11739,휴게실,정릉테니스장,서울특별시 성북구 정릉로6가길 30 (정릉동),126.9945111,37.60919509,010-3272-1846,37.60919509,126.9945111
11740,인산지해관,청원여자고등학교,"서울특별시 노원구 한글비석로 506, 청원초,청원중,청원고,청원여고 (상계동)",127.0625329,37.66525155,02-3399-7813,37.66525155,127.0625329
11741,본관 1층,청원여자고등학교,"서울특별시 노원구 한글비석로 506, 청원초,청원중,청원고,청원여고 (상계동)",127.0625329,37.66525155,02-3399-7813,37.66525155,127.0625329
11742,1층 행정실 앞,청원중,"서울특별시 노원구 한글비석로 506, 청원초,청원중,청원고,청원여고 (상계동)",127.0616581,37.66677466,02-3399-7874,37.66525155,127.0625329
11743,3층 생활안전부실,청원중,"서울특별시 노원구 한글비석로 506, 청원초,청원중,청원고,청원여고 (상계동)",127.0618621,37.6667205,02-3399-7874,37.66525155,127.0625329
11744,4층 교무실 안,영신간호비즈니스고등학교,"서울특별시 노원구 중계로16나길 13, 영신여고/영신간호비즈니스고등학교 (중계동)",127.0835087,37.65254851,02-2289-0342,37.65254851,127.0835087
11745,1층 엘리베이터 앞,중계초,"서울특별시 노원구 한글비석로19길 39, 서울중계초등학교 (중계동)",127.0734594,37.65768602,02-930-5759,37.65786223,127.0733483
11746,1층 교무실 복도,중계초,"서울특별시 노원구 한글비석로19길 39, 서울중계초등학교 (중계동)",127.0733117,37.65784243,02-930-5759,37.65786223,127.0733483
11747,3층 체육관,상경중,"서울특별시 노원구 동일로227길 61, 상경중학교 (상계동)",127.0537053,37.66714877,02-939-3951,37.66714877,127.0537053
11748,중앙현관,상경중,"서울특별시 노원구 동일로227길 61, 상경중학교 (상계동)",127.0537053,37.66714877,02-939-3951,37.66714877,127.0537053
11749,1층 수영장,상경중,"서울특별시 노원구 동일로227길 61, 상경중학교 (상계동)",127.0537053,37.66714877,02-939-3951,37.66714877,127.0537053
11750,중앙현관 회의실 앞,수암초,"서울특별시 노원구 중계로12길 9, 수암초등학교 (중계동)",127.0814646,37.64769283,02-3392-4278,37.6476849,127.0814656
11751,본관 1층 중앙현관,온곡중,"서울특별시 노원구 노원로 492, 온곡중학교 (상계동)",127.0643327,37.66058142,070-8650-7465,37.66058142,127.0643327
11752,호당체육관,상명고등학교,"서울특별시 노원구 덕릉로 553, 민정학원 (중계동)",127.0677013,37.64954079,02-971-6238,37.64954079,127.0677013
11753,건강체력교실,상명고등학교,"서울특별시 노원구 덕릉로 553, 민정학원 (중계동)",127.0677013,37.64954079,02-971-6238,37.64954079,127.0677013
11754,본관1층 복도,상명고등학교,"서울특별시 노원구 덕릉로 553, 민정학원 (중계동)",127.0677013,37.64954079,02-971-6238,37.64954079,127.0677013
11755,경로당,상계우방아파트,"서울특별시 노원구 동일로230가길 15 (상계동, 상계우방아파트)",127.0571883,37.67218253,02-3391-4484,37.67218253,127.0571883
11756,관리실,상계우방아파트,"서울특별시 노원구 동일로230가길 15 (상계동, 상계우방아파트)",127.0571883,37.67218253,02-3391-4484,37.67218253,127.0571883
11757,천장산(기숙사),한국예술종합학교,"서울특별시 성북구 화랑로32길 146-37, 한국예술종합학교 (석관동)",127.0539408,37.60635811,02-746-9471,37.60634586,127.0539312
11758,1층 중앙현관,영풍초등학교,"서울특별시 송파구 오금로57길 15, 서울영풍초등학교 (거여동)",127.1432147,37.49618624,407-2252,37.49618624,127.1432147
11759,1층 보건실 앞,가원중학교,"서울특별시 송파구 중대로10길 40-18, 가원중학교 (가락동)",127.1229789,37.49096833,409-4494,37.49096833,127.1229789
11760,새마음동 1층 중앙현관 안,서울신도림초등학교,"서울특별시 구로구 신도림로19길 44, 서울신도림초등학교 (신도림동)",126.8832783,37.51198279,070-8277-6471,37.51199636,126.8831507
11761,구급차 안,사랑의병원,"서울특별시 관악구 남부순환로 1860, 사랑의병원 (봉천동)",126.9562858,37.47962478,880-0114,37.47962478,126.9562858
11762,지하2층 아이센터 옆,을지로4가역(5호선),"서울특별시 중구 창경궁로 지하51, 을지로4가역 5호선 (주교동)",126.9980596,37.56752502,02-6311-5351,37.56752502,126.9980596
11763,B2(고객안전실 앞),시청역(2호선),"서울특별시 중구 서소문로 지하127, 시청역 2호선 (서소문동)",126.9753894,37.56357935,02-6110-1321,37.56357935,126.9753894
11764,주민센터 입구,송중동주민센터,"서울특별시 강북구 오패산로 162, 송중동 주민센터 (미아동)",127.0337803,37.61612179,02-901-2232,37.61612179,127.0337803
11765,본청 1층 종합상황실 앞,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11766,본청 7층 총무과 앞,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11767,본청 5층 승강기 3호기 앞,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11768,본청 3층 보건의료정책과 내,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11769,서울도서관 정문 출잎구 옆,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11770,1층 안내데스크 옆 벽면,근현대사기념관,"서울특별시 강북구 4.19로 114, 근현대사기념관 (수유동)",127.0028306,37.64344107,02-903-7580,37.64344107,127.0028306
11771,서울도서관 2층 안내데스크 앞,서울특별시청,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",126.9778292,37.56631742,02-2133-7540,37.56637078,126.9779184
11772,후관 도서실,서울삼양초등학교,"서울특별시 강북구 삼양로49길 17, 삼양초등학교 (미아동)",127.0161491,37.62329558,02-987-8321,37.62329558,127.0161491
11773,서소문청사 제1동 로비,서울특별시청,"서울특별시 중구 덕수궁길 15, 서울시청 서소문청사 (서소문동)",126.9756026,37.56440444,02-2133-7540,37.56455419,126.9756136
11774,서소문청사 2동 정문 안,서울특별시청,"서울특별시 중구 덕수궁길 15, 서울시청 서소문청사 (서소문동)",126.974782,37.56431417,02-2133-7540,37.56455419,126.9756136
11775,서소문청사 제3동 정문 안,서울특별시청,"서울특별시 중구 덕수궁길 15, 서울시청 서소문청사 (서소문동)",126.9759704,37.56451038,02-2133-7540,37.56455419,126.9756136
11776,서소문청사 제5동 정문 출입구 옆,서울특별시청,"서울특별시 중구 덕수궁길 15, 서울시청 서소문청사 (서소문동)",126.9743945,37.56376447,02-2133-7540,37.56455419,126.9756136
11777,본관 1층 중앙계단 거울 옆,미양초등학교,"서울특별시 강북구 솔샘로 195, 미양초등학교 (미아동)",127.0141334,37.62153242,02-989-9467,37.62153242,127.0141334
11778,1층 영업과 공중실,서울성북우체국,"서울특별시 성북구 동소문로 310, 서울성북우체국 (하월곡동)",127.0293543,37.60731274,3396-0022,37.60730976,127.0293568
11779,1층 중앙현관,북서울중학교,"서울특별시 도봉구 도봉로169가길 33, 북서울중학교 (도봉동)",127.0425735,37.68157042,010-9198-2655,37.68157042,127.0425735
11780,4층 3학년 교무실 앞,세화여자고등학교,"서울특별시 서초구 신반포로 56-7, 세화고,세화여고,세화여중 (반포동)",126.99423,37.50199646,537-2131,37.50199646,126.99423
11781,주민센터 입구 내부,성수1가 제2동 주민센터,"서울특별시 성동구 왕십리로5길 3, 성수1가제2동 주민센터 (성수동1가)",127.0443497,37.54640255,02-2286-7452,37.54640255,127.0443497
11782,본관1층,성수고등학교,"서울특별시 성동구 서울숲길 18, 성수고등학교 (성수동1가)",127.0382534,37.54734181,02-461-2276,37.54734181,127.0382534
11783,1층 교무실앞,서울경일초등학교,"서울특별시 성동구 뚝섬로 332, 경일초등학교 (성수동1가)",127.0466051,37.5409419,02-499-5225,37.5409419,127.0466051
11784,11층 창가,(재)서울의과학연구소하나로리더스의원,"서울특별시 강남구 테헤란로 326, 태보 역삼 아이타워 (역삼동)",127.0470336,37.50354706,010-6248-5976,37.50354706,127.0470336
11785,학교교무실,밀알학교,"서울특별시 강남구 일원로 90, 밀알학교 (일원동)",127.0820718,37.48578186,010-3801-3371,37.48578186,127.0820718
11786,광운초등학교 본관 1층,광운초등학교,"서울특별시 성북구 한천로 694, 광운초등학교 (장위동)",127.0550771,37.61906522,915-7313,37.61897514,127.055244
11787,보건실 앞,숭인초등학교,"서울특별시 성북구 오패산로16길 37, 서울숭인초등학교 (하월곡동)",127.0381465,37.60909779,070-7126-8098,37.60909779,127.0381465
11788,본관 1층 현관,서울정수초등학교,"서울특별시 성북구 정릉로24길 58, 서울정수초등학교 (정릉동)",127.0077189,37.60377489,916-0051,37.60377489,127.0077189
11789,1층 데스크 앞,약수도서관,"서울특별시 동작구 양녕로22바길 64, 약수청소년독서실 (상도동)",126.9474555,37.49788488,070-7204-5679,37.49788488,126.9474555
11790,관리사무소 1층,사당휴먼시아,"서울특별시 동작구 사당로16길 96 (사당동, 사당휴먼시아아파트)",126.9701405,37.47949611,02-588-2778,37.47949611,126.9701405
11791,제2관리사무소,신동아리버파크,"서울특별시 동작구 만양로3길 78 (노량진동, 신동아리버파크아파트)",126.9457182,37.50707174,02-3280-5300,37.50635092,126.9411693
11792,관리사무소,대방1차e-편한세상,"서울특별시 동작구 알마타길 37 (대방동, 대방1차e-편한세상)",126.9295526,37.51265989,02-813-4262,37.51265989,126.9295526
11793,관리실입구,사당대림아파트,"서울특별시 동작구 사당로17길 52 (사당동, 대림아파트)",126.9731525,37.4874249,02-593-9580,37.4874249,126.9731525
11794,관리동 2층,길음뉴타운래미안5단지아파트,"서울특별시 성북구 길음로 74 (길음동, 길음뉴타운)",127.0210339,37.60928966,02-913-1793,37.60928957,127.0210339
11795,3초소 경비실,대림벽산아파트,"서울특별시 노원구 한글비석로8길 20 (중계동, 대림벽산아파트)",127.0783683,37.64783908,02-930-8598,37.64783908,127.0783683
11796,1층 로비,(재)서울연구원,"서울특별시 서초구 남부순환로340길 57, 서울연구원 (서초동)",127.0205689,37.47943862,221491488,37.47943862,127.0205689
11797,관제실,정릉족구장,서울특별시 성북구 북악산로 537-14 (정릉동),127.0040462,37.60735317,010-3272-1846,37.60258437,126.9980352
11798,정문 초소,영등포경남아너스빌아파트,"서울특별시 영등포구 양산로 177 (영등포동7가, 경남아너스빌)",126.9031483,37.52446352,2633-4779,37.52446352,126.9031483
11799,정릉 정문 매표실 옆,국가유산청궁능유적본부조선왕릉중부지구관리소정릉,"서울특별시 성북구 아리랑로19길 116, 정릉 (정릉동)",127.0066769,37.60122659,010-8268-8659,37.60122659,127.0066769
11800,헬스장,(주)한국스포터성북지점돈암교육문화관,"서울특별시 성북구 동소문로13길 38, 서울돈암초등학교 (동소문동6가)",127.0130043,37.59372621,010-5480-0761,37.59372621,127.0130043
11801,1층 출입구,가재울청소년센터,"서울특별시 서대문구 거북골로 103, 가재울 청소년센터 (남가좌동)",126.91847,37.57509678,070-8807-9252,37.57509678,126.91847
11802,1층 민원실,신월5동주민센터,"서울특별시 양천구 화곡로4길 10, 신월5동주민센터 (신월동)",126.8271743,37.53858213,02-2620-4133,37.53858213,126.8271743
11803,1층 민원실 내,목3동주민센터,"서울특별시 양천구 목동중앙남로16나길 55, 목3동주민센터 (목동)",126.8644362,37.54474118,02-2620-3995,37.54474118,126.8644362
11804,신월종합사회복지관 1층,신월종합복지관,"서울특별시 양천구 신월로24길 19, 신월종합사회복지관 (신월동)",126.8473669,37.52003276,02-2605-8728,37.52003276,126.8473669
11805,2층,신정4동주민센터,"서울특별시 양천구 오목로34길 5, 신정4동주민센터 (신정동)",126.855803,37.52456036,02-2620-4250,37.52456036,126.855803
11806,1층 민원실,신정2동주민센터,"서울특별시 양천구 목동동로 154, 신정2동주민센터 (신정동)",126.870674,37.51921418,02-2620-4210,37.51921418,126.870674
11807,신월6동 주민센터 민원실입구,신월6동주민센터,"서울특별시 양천구 남부순환로83길 53, 신월6동행정복합타운 1층 (신월동)",126.8450865,37.5180156,02-2620-4176,37.5180156,126.8450865
11808,2층 출입구 안쪽,목5동주민센터,"서울특별시 양천구 목동서로 41, 목5동주민센터 (목동)",126.8817165,37.53718334,02-2620-4038,37.53718334,126.8817165
11809,청사1층,신월2동주민센터,"서울특별시 양천구 중앙로53길 47, 신월2동주민센터 (신월동)",126.8445695,37.52497426,02-2620-4081,37.52497426,126.8445695
11810,1층주출입구 옆,강남시니어프라자,"서울특별시 강남구 봉은사로 332, 강남시니어플라자 (역삼동)",127.0432183,37.50978716,010-8220-9827,37.50978716,127.0432183
11811,1층 복도,강북구보훈회관,"서울특별시 강북구 오패산로 290-1, 강북보훈회관 (미아동)",127.0297883,37.62712419,02-989-1682,37.62664874,127.0297976
11812,방문자센터 앞 주차초소,서울숲공원,"서울특별시 성동구 뚝섬로 273, 서울숲공원 (성수동1가)",127.0417991,37.54307015,02-460-2974,37.54307015,127.0417991
11813,곤충식물원,서울숲공원,"서울특별시 성동구 뚝섬로 273, 서울숲공원 (성수동1가)",127.0392186,37.54145653,02-460-2974,37.54307015,127.0417991
11814,관리동 1층 보건실 입구 벽면,거원중학교,"서울특별시 송파구 양산로2길 30, 거원중학교 (거여동)",127.1465576,37.48750104,405-4297,37.48769648,127.1465426
11815,1층 엘리베이터 좌측,휘문중학교,"서울특별시 강남구 역삼로 541, 휘문중고등학교 (대치동)",127.0619939,37.50528945,070-7090-0428,37.50528945,127.0619939
11816,보건실입구 우측벽,서울로봇고등학교,"서울특별시 강남구 광평로20길 63, 서울로봇고등학교 (일원동)",127.0841549,37.48074142,3016-0180,37.48074142,127.0841549
11817,기숙사 사감실 입구벽,서울로봇고등학교,"서울특별시 강남구 광평로20길 63, 서울로봇고등학교 (일원동)",127.0841549,37.48074142,3016-0180,37.48074142,127.0841549
11818,체육관,서울도곡초등학교,"서울특별시 강남구 선릉로64길 33, 도곡초등학교 (대치동)",127.0544655,37.49951141,580-4500,37.49951141,127.0544655
11819,본관교무실 앞,서울도곡초등학교,"서울특별시 강남구 선릉로64길 33, 도곡초등학교 (대치동)",127.0544655,37.49951141,580-4500,37.49951141,127.0544655
11820,일신관 교무실 앞,문정고등학교,"서울특별시 송파구 송이로34길 62, 문정고등학교 (문정동)",127.1264632,37.4849052,02-406-0061,37.4851785,127.1266921
11821,1층 현관입구,마천종합사회복지관,"서울특별시 송파구 마천로65길 4, 마천종합사회복지관 (마천동)",127.1555492,37.49178099,02-449-3141,37.49176424,127.1556386
11822,관리사무소,올림픽선수기자촌,"서울특별시 송파구 양재대로 1218 (방이동, 올림픽선수기자촌아파트)",127.1377123,37.5166909,02-401-1921,37.51669099,127.1377124
11823,1층 안내데스크,송파청소년수련관,"서울특별시 송파구 중대로4길 4, 청소년수련시설 (문정동)",127.1116742,37.48976441,02-449-0500,37.48970562,127.1113014
11824,관리사무소 앞,번동주공1단지아파트,"서울특별시 강북구 한천로105길 23 (번동, 번동1단지주공아파트)",127.0468234,37.62446678,02-982-3367,37.62453228,127.0465984
11825,지하2층 헬스장,송파청소년수련관,"서울특별시 송파구 중대로4길 4, 청소년수련시설 (문정동)",127.1112621,37.48970358,02-449-0500,37.48970562,127.1113014
11826,Ace동 1층,송례중학교,"서울특별시 송파구 위례순환로 429, 송례중학교 (장지동)",127.1397186,37.47774419,2144-2883,37.47783301,127.1397345
11827,북부고객지원실 옆,1호선 도봉역,"서울특별시 도봉구 도봉로170길 2, 도봉역 (도봉동)",127.045764,37.68036291,02-3493-8874,37.68036291,127.045764
11828,지하 1층,주식회사엘엑스세미콘,"서울특별시 강남구 남부순환로 2621, 디앤오강남빌딩 (도곡동)",127.0366205,37.48526526,010-7358-3389,37.48526526,127.0366205
11829,17층,주식회사엘엑스세미콘,"서울특별시 강남구 남부순환로 2621, 디앤오강남빌딩 (도곡동)",127.0366205,37.48526526,010-7358-3389,37.48526526,127.0366205
11830,19층,주식회사엘엑스세미콘,"서울특별시 강남구 남부순환로 2621, 디앤오강남빌딩 (도곡동)",127.0366205,37.48526526,010-7358-3389,37.48526526,127.0366205
11831,민원실,사당3동주민센터,"서울특별시 동작구 사당로17길 86, 사당3동 주민센터 (사당동)",126.9720393,37.48668752,02-820-2739,37.48663654,126.9720917
