"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"경기","양평.광주.서울","4183010018","대평","계림리마을회관","경기도 여주군 대신면 계림리","031-883-1456","30"
"경기","양평.광주.서울","4183010018","대평","옥촌1리마을회관","경기도 여주군 대신면 옥촌리","031-883-6450","30"
"경기","양평.광주.서울","4183010018","대평","곡수초등학교","경기도 양평군 지평면 곡수리","031-772-9333","519"
"경기","양평.광주.서울","4183010018","대평","옥현3리마을회관","경기도 양평군 지평면 옥현리","031-774-2192","30"
"경기","양평.광주.서울","4183010018","대평","옥현2리마을회관","경기도 양평군 지평면 옥현리","031-772-3473","30"
"경기","양평.광주.서울","4183010018","대평","이레전원교회","경기도 양평군 지평면 대평리","031-775-1972","30"
"충북","충주.제천.단양","4315010013","유암","신백동행정복지센터","충청북도 제천시 신백동","043-645-8107",""
"충북","충주.제천.단양","4315010013","유암","제천동중학교","충청북도 제천시 동현동","043-642-8122","600"
"충북","충주.제천.단양","4315010013","유암","제천청암학교","충청북도 제천시 동현동","043-648-0694","300"
"전남","진도","4690010070","용산","장전미술관","전라남도 진도군 임회면 삼막리","061-543-0777","63"
"전남","진도","4690010070","용산","진도군 재난안전대책본부","전라남도 진도군 진도읍","061-540-3488",""
"전남","진도","4690010070","용산","석교 초등학교","전라남도 진도군 임회면 석교리","061-543-3107","873"
"전남","진도","4690010070","용산","석교중학교","전라남도 진도군 임회면 석교리","061-543-3066","789"
"전남","진도","4690010070","용산","서진도농협","전라남도 진도군 임회면 석교리","061-543-3383","112"
"경남","하동.남해","4885010140","묵계","하동군청","경상남도 하동군 하동읍 읍내리","055-880-2252",""
"경남","하동.남해","4885010140","묵계","묵계초등학교","경상남도 하동군 청암면 묵계리","055-883-4822","300"
"경남","하동.남해","4884010035","복곡","남해군청","경상남도 남해군 남해읍 서변리","055-860-3424",""
"경남","하동.남해","4884010035","복곡","이동초등학교","경상남도 남해군 이동면","055-862-1597","500"
"충북","보은","4372010042","보청","보은중학교","충청북도 보은군 보은읍 이평리","043-544-2614","410"
"충북","보은","4372010042","보청","보은여중학교","충청북도 보은군 보은읍 교사리","043-542-3975","300"
"충북","보은","4372010042","보청","보은자영고교","충청북도 보은군 보은읍 교사리","043-543-1106","250"
"충북","보은","4372010042","보청","금굴마을회관","충청북도 보은군 보은읍 금굴리","043-544-0120","20"
"충북","보은","4372010042","보청","보은고교","충청북도 보은군 보은읍 죽전리","043-542-1127","200"
"충북","보은","4372010042","보청","봉평마을회관","충청북도 보은군 보은읍 봉평리","043-543-7505","25"
"충북","보은","4372010042","보청","장속마을회관","충청북도 보은군 보은읍 장속리","043-543-4637","25"
"충북","보은","4372010042","보청","용암마을회관","충청북도 보은군 보은읍 용암리","043-543-9487","25"
"충북","보은","4372010042","보청","발산마을회관","충청북도 보은군 수한면 발산리","043-544-2506","30"
"충북","보은","4372010042","보청","성리마을회관","충청북도 보은군 수한면 성리","","10"
"충북","보은","4372010042","보청","보은중학교","충청북도 보은군 보은읍 죽전리","043-544-2614","410"
"충북","보은","4372010042","보청","보은여자중학교","충청북도 보은군 보은읍 교사리","043-543-3975","300"
"충북","보은","4372010042","보청","보은자영고등학교","충청북도 보은군 보은읍 교사리","070-4022-8411","250"
"충북","보은","4372010042","보청","금굴1리마을회관","충청북도 보은군 보은읍 금굴리","043-544-0120","20"
"충북","보은","4372010042","보청","보은고등학교","충청북도 보은군 보은읍 죽전리","043-543-2840","200"
"충북","보은","4372010042","보청","봉평사막경로당","충청북도 보은군 보은읍 봉평리","043-543-0012","25"
"충북","보은","4372010042","보청","장속리노인정","충청북도 보은군 보은읍 장속리","043-544-4637","25"
"충북","보은","4372010042","보청","용암노인회관","충청북도 보은군 보은읍 용암리","043-543-9487","25"
"충북","보은","4372010042","보청","발산리복지회관","충청북도 보은군 수한면 발산리","043-544-2506","30"
"경남","하동.남해","4885010025","삼화","하동군청","경상남도 하동군 하동읍 읍내리","055-880-2252",""
"경남","하동.남해","4885010025","삼화","서리도장골마을회관","경상남도 하동군 적량면 서리","055-883-6956","20"
"경남","하동.남해","4885010025","삼화","하동초등학교","경상남도 하동군 하동읍 광평리","055-883-5203","1000"
"경남","하동.남해","4885010025","삼화","적량초등학교","경상남도 하동군 적량면 관리","055-883-5163","200"
"경남","하동.남해","4885010097","송원","하동교육지원청","경상남도 하동군 하동읍 읍내리","055-880-1954",""
"충남","청양","4479010044","도림","청양군","충청남도 청양군 청양읍 송방리","041-940-2419",""
"충남","청양","4479010044","도림","동강마을회관","충청남도 청양군 청남면 동강리","041-942-7558","91"
"충남","청양","4479010044","도림","청소2리마을회관","충청남도 청양군 청남면 청소리","041-942-7458","35"
"충남","청양","4479010044","도림","천내교회","충청남도 청양군 청남면 동강리","041-942-7547","127"
"충남","청양","4479010044","도림","왕진2리마을회관","충청남도 청양군 청남면 왕진리","041-943-4981","24"
"충남","청양","4479010044","도림","왕진1리마을회관","충청남도 청양군 청남면 왕진리","041-943-4536","23"
"충남","청양","4479010044","도림","청남중학교","충청남도 청양군 청남면 청소리","041-942-7394","758"
"충남","청양","4479010044","도림","상장2리마을회관","충청남도 청양군 청남면 상장리","041-943-7939","45"
"충남","청양","4479010044","도림","화양1리마을회관","충청남도 청양군 목면 화양리","041-943-5221","32"
"충남","청양","4479010044","도림","내직2리마을회관","충청남도 청양군 청남면 내직리","041-942-5881","31"
"충남","청양","4479010044","도림","내직1리마을회관","충청남도 청양군 청남면 내직리","041-942-7668","36"
"충남","청양","4479010044","도림","장평중학교","충청남도 청양군 장평면 중추리","041-942-6016","783"
"충남","청양","4479010044","도림","적곡리마을회관","충청남도 청양군 장평면 적곡리","041-942-1538","45"
"전남","순천.광양.여수","4623010023","백운","광양마로초등학교","전라남도 광양시","061-760-1880",""
"전남","순천.광양.여수","4623010023","백운","대림A경로당","전라남도 광양시 광양읍 덕례리","",""
"전남","순천.광양.여수","4623010023","백운","내우경로당","전라남도 광양시 광양읍 우산리","",""
"전남","순천.광양.여수","4623010023","백운","남등경로당","전라남도 광양시 광양읍 칠성리","",""
"전남","순천.광양.여수","4623010023","백운","용강초등학교","전라남도 광양시 광양읍 용강리","","2643"
"전남","순천.광양.여수","4623010023","백운","광양여자고등학교","전라남도 광양시 광양읍 칠성리","",""
"전남","순천.광양.여수","4623010023","백운","광양여자중학교","전라남도 광양시 광양읍 칠성리","",""
"전남","순천.광양.여수","4623010023","백운","선월교회","전라남도 순천시 해룡면 선월리","",""
"전남","순천.광양.여수","4623010023","백운","광양서초등학교","전라남도 광양시 광양읍 인서리","",""
"전남","순천.광양.여수","4623010023","백운","광양중학교","전라남도 광양시 광양읍 우산리","061-763-2020","300"
"전남","순천.광양.여수","4623010023","백운","봉강면사무소","전라남도 광양시 봉강면 부저리","061-797-2602","50"
"전남","순천.광양.여수","4623010023","백운","광양서초등학교","전라남도 광양시 광양읍 인서리","061-762-3071","200"
"전남","순천.광양.여수","4623010023","백운","광양읍사무소","전라남도 광양시 광양읍 읍내리","061-797-2601","50"
"전남","순천.광양.여수","4623010023","백운","광양남초등학교","전라남도 광양시 광양읍 용강리","061-762-1771","100"
"강원","강릉","4215010012","옥계","금진초등학교","강원특별자치도 강릉시 옥계면 금진리","033-534-0107","404"
"강원","강릉","4215010012","옥계","강릉시청","강원특별자치도 강릉시 홍제동 ","033-640-4119",""
"강원","강릉","4215010012","옥계","강원지역본부","강원특별자치도 춘천시 우두동 ","033-244-7814",""
"강원","강릉","4215010012","옥계","강릉지사","강원특별자치도 강릉시 사천면 미노리","033-650-3277",""
"강원","강릉","4215010012","옥계","금진초등학교","강원특별자치도 강릉시 옥계면 금진리","033-534-0107","404"
"강원","강릉","4215010012","옥계","옥계중학교","강원특별자치도 강릉시 옥계면 천남리","033-534-7614","1119"
"강원","강릉","4215010012","옥계","옥계초등학교","강원특별자치도 강릉시 옥계면 현내리","033-534-0026","572"
"강원","강릉","4215010012","옥계","옥계면 주민센터","강원특별자치도 강릉시 옥계면 현내리","033-660-3625",""
"강원","강릉","4215010012","옥계","옥계초등학교","강원특별자치도 강릉시 옥계면 현내리","033-534-0026","572"
"강원","강릉","4215010012","옥계","옥계중학교","강원특별자치도 강릉시 옥계면 천남리","033-534-7614","1119"
"경남","하동.남해","4884010055","갈곡","재난안전대책본부","경상남도 창원시 의창구 사림동","055-211-4541",""
"경남","하동.남해","4884010055","갈곡","경남도","경상남도 창원시 의창구 사림동","",""
"경남","하동.남해","4884010055","갈곡","재난안전대책본부","경상남도 창원시 의창구 사림동","055-211-4541",""
"경남","하동.남해","4884010055","갈곡","남해군청","경상남도 남해군 남해읍 서변리","055-860-3424",""
"경남","하동.남해","4884010055","갈곡","삼화마을회관","경상남도 남해군 삼동면 봉화리","055-867-3450","30"
"경남","하동.남해","4884010055","갈곡","화천마을회관","경상남도 남해군 삼동면 동천리","055-867-0261","30"
"경남","하동.남해","4884010055","갈곡","동천마을회관","경상남도 남해군 삼동면 동천리","055-867-3708","30"
"경남","하동.남해","4884010055","갈곡","봉우마을회관","경상남도 남해군 설천면 금음리","","44"
"경남","하동.남해","4884010055","갈곡","옥동마을회관","경상남도 남해군 설천면 금음리","","83"
"경남","하동.남해","4884010055","갈곡","모천마을회관","경상남도 남해군 설천면 문항리","","113"
"경남","하동.남해","4884010055","갈곡","내곡마을회관","경상남도 남해군 설천면 비란리","","45"
"경남","하동.남해","4884010055","갈곡","정태마을회관","경상남도 남해군 설천면 비란리","","74"
"경남","하동.남해","4884010055","갈곡","방월마을회관","경상남도 남해군 고현면 대사리","","36"
"경남","하동.남해","4884010055","갈곡","천동마을회관","경상남도 남해군 고현면 포상리","","60"
"경남","하동.남해","4884010055","갈곡","도마마을회관","경상남도 남해군 고현면 도마리","","51"
"경남","하동.남해","4884010055","갈곡","동도마마을회관","경상남도 남해군 고현면 도마리","","44"
"경남","하동.남해","4884010055","갈곡","회룡마을회관","경상남도 남해군 서면 중현리","","64"
"경남","하동.남해","4884010055","갈곡","남상마을회관","경상남도 남해군 서면 남상리","055-862-0927","42"
"경남","하동.남해","4884010055","갈곡","서상마을회관","경상남도 남해군 서면 서상리","","72"
"경남","하동.남해","4884010055","갈곡","대정마을회관","경상남도 남해군 서면 대정리","","60"
"경남","하동.남해","4884010055","갈곡","덕월마을회관","경상남도 남해군 남면 덕월리","","44"
"경남","하동.남해","4884010055","갈곡","사촌마을회관","경상남도 남해군 남면 임포리","","39"
"경남","하동.남해","4884010055","갈곡","임포마을회관","경상남도 남해군 남면 임포리","","39"
"경남","하동.남해","4884010055","갈곡","두곡마을회관","경상남도 남해군 남면 당항리","","44"
"경남","하동.남해","4884010055","갈곡","사항마을회관","경상남도 남해군 미조면 미조리","","100"
"경남","하동.남해","4884010055","갈곡","미조마을회관","경상남도 남해군 미조면 미조리","","65"
"경남","하동.남해","4884010055","갈곡","설리마을회관","경상남도 남해군 미조면 송정리","","100"
"경남","하동.남해","4884010055","갈곡","초전마을회관","경상남도 남해군 미조면 송정리","","109"
"경남","하동.남해","4884010055","갈곡","물건마을회관","경상남도 남해군 삼동면 물건리","","84"
"경남","하동.남해","4884010055","갈곡","전도리마을회관","경상남도 남해군 삼동면 금송리","055-867-0450","30"
"경남","하동.남해","4884010055","갈곡","지족3마을회관","경상남도 남해군 삼동면 지족리","","62"
"경남","하동.남해","4884010055","갈곡","지족2마을회관","경상남도 남해군 삼동면 지족리","055-867-0063","30"
"경남","하동.남해","4884010055","갈곡","지족1마을회관","경상남도 남해군 삼동면 지족리","055-867-0120","30"
"경남","하동.남해","4884010055","갈곡","화암마을회관","경상남도 남해군 삼동면 봉화리","055-867-3988","30"
"경남","하동.남해","4884010055","갈곡","봉화마을회관","경상남도 남해군 삼동면 봉화리","055-867-0227","30"
"경남","하동.남해","4884010055","갈곡","고암마을회관","경상남도 남해군 삼동면 영지리","","42"
"경남","하동.남해","4884010055","갈곡","벽련마을회관","경상남도 남해군 상주면 양아리","","45"
"경남","하동.남해","4884010055","갈곡","금양마을회관","경상남도 남해군 상주면 상주리","","61"
"경남","하동.남해","4884010055","갈곡","금전마을회관","경상남도 남해군 상주면 상주리","","81"
"경남","하동.남해","4884010055","갈곡","대량마을회관","경상남도 남해군 상주면 양아리","","55"
"경남","하동.남해","4884010055","갈곡","신전마을회관","경상남도 남해군 이동면 신전리","","68"
"경남","하동.남해","4884010055","갈곡","난음마을회관","경상남도 남해군 이동면 난음리","","53"
"경남","하동.남해","4884010055","갈곡","정거마을회관","경상남도 남해군 이동면 무림리","","78"
"경남","하동.남해","4884010055","갈곡","다천마을회관","경상남도 남해군 이동면 다정리","","91"
"경남","하동.남해","4884010055","갈곡","섬호마을회관","경상남도 남해군 남해읍 입현리","","87"
"경남","하동.남해","4884010055","갈곡","봉성마을회관","경상남도 남해군 남해읍 평현리","","36"
"경남","하동.남해","4884010055","갈곡","심천마을회관","경상남도 남해군 남해읍 심천리","","64"
"경남","하동.남해","4884010055","갈곡","북변1마을회관","경상남도 남해군 남해읍 북변리","","43"
"경남","하동.남해","4884010055","갈곡","창선초등학교","경상남도 남해군 창선면 상죽리","055-867-7053","1658"
"경남","하동.남해","4884010055","갈곡","설천초등학교","경상남도 남해군 설천면 남양리","055-863-0635","847"
"경남","하동.남해","4884010055","갈곡","고현초등학교","경상남도 남해군 고현면 대사리","055-862-2612","1344"
"경남","하동.남해","4884010055","갈곡","성명초등학교","경상남도 남해군 서면 서상리","055-863-2635","1016"
"경남","하동.남해","4884010055","갈곡","남명초등학교","경상남도 남해군 남면","055-862-8031","896"
"경남","하동.남해","4884010055","갈곡","미조초등학교","경상남도 남해군 미조면 미조리","055-867-3110","825"
"경남","하동.남해","4884010055","갈곡","지족초등학교","경상남도 남해군 삼동면 지족리","055-867-7080","584"
"경남","하동.남해","4884010055","갈곡","상주초등학교","경상남도 남해군 상주면 상주리","055-863-0614","739"
"경남","하동.남해","4884010055","갈곡","이동초등학교","경상남도 남해군 이동면 석평리","055-863-0747","1012"
"경남","하동.남해","4884010055","갈곡","해양초등학교","경상남도 남해군 남해읍 남변리","055-864-2346","1353"
"경남","하동.남해","4884010055","갈곡","남해초등학교","경상남도 남해군 남해읍 북변리","055-864-3607","2064"
"경남","하동.남해","4884010055","갈곡","남수중학교","경상남도 남해군 삼동면 지족리","055-867-0226","90"
"경남","하동.남해","4884010055","갈곡","물건중학교","경상남도 남해군 삼동면 물건리","055-867-4343","90"
"충남","아산","4420010010","궁평","동신초등학교","충청남도 아산시 모종동","041-544-6552","2155"
"충남","아산","4420010010","궁평","아산배방중학교","충청남도 아산시 배방읍 북수리","041-547-8615","2817"
"충남","아산","4420010010","궁평","온양여자고등학교","충청남도 아산시 풍기동","041-544-6151","1751"
"충남","아산","4420010010","궁평","한울고등학교","충청남도 아산시 권곡동","041-544-8162","701"
"충남","아산","4420010010","궁평","풍기초등학교","충청남도 아산시 풍기동","041-546-3407","2729"
"충남","아산","4420010010","궁평","배방초등학교","충청남도 아산시 배방읍 북수리","041-548-1513","2193"
"충남","아산","4420010010","궁평","모산초등학교","충청남도 아산시 배방읍 공수리","041-549-9672","1050"
"충남","아산","4420010010","궁평","금곡초등학교","충청남도 아산시 배방읍 중리","041-549-9012","1474"
"충남","아산","4420010010","궁평","서남대아산캠퍼스","충청남도 아산시 송악면 평촌리","041-539-5513","703"
"전북","정읍","4518010032","부전","재난안전대책본부","전라북도 전주시 완산구","063-280-3005",""
"전남","보성","4678090002","보성","대서면사무소","전라남도 고흥군 대서면","061-830-6193",""
"전남","보성","4678090002","보성","장선경로당","전라남도 고흥군 대서면 안남리","061-834-6497","30"
"전남","보성","4678090002","보성","대서면분회","전라남도 고흥군 대서면 화산리","061-833-3264","30"
"전남","보성","4678090002","보성","수촌경로당","전라남도 보성군 조성면 동촌리","061-852-0596","30"
"전남","보성","4678090002","보성","신방경로당","전라남도 보성군 조성면 봉능리","061-853-3935","30"
"전남","보성","4678090002","보성","조성경로당","전라남도 보성군 조성면 조성리","061-857-9053","30"
"전남","보성","4678090002","보성","호동경로당","전라남도 보성군 득량면 예당리","061-853-6583","30"
"전남","보성","4678090002","보성","오봉경로당","전라남도 보성군 득량면 오봉리","061-853-7714","30"
"전남","보성","4678090002","보성","고흥대서중학교","전라남도 고흥군 대서면 금마리","061-833-3204","90"
"전남","보성","4678090002","보성","조성고등학교","전라남도 보성군 조성면 조성리","061-857-9021","90"
"전남","보성","4678090002","보성","조성중학교","전라남도 보성군 조성면 조성리","061-857-9021","90"
"전남","보성","4678090002","보성","조성남초등학교","전라남도 보성군 조성면 덕산리","061-853-7105","120"
"전남","보성","4678090002","보성","예당고등학교","전라남도 보성군 득량면 예당리","061-853-7886","270"
"전남","보성","4678090002","보성","득량중학교","전라남도 보성군 득량면 오봉리","061-853-1704","90"
"전남","보성","4678010061","율어","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010061","율어","율어중학교","전라남도 보성군 율어면 문양리","061-852-7008","2000"
"전남","보성","4678010017","추동","내추회관","전라남도 보성군 벌교읍 추동리","","27"
"전남","보성","4678010017","추동","벌교고등학교","전라남도 보성군 벌교읍 장좌리","061-859-0100","27"
"전남","보성","4678010017","추동","월곡회관","전라남도 보성군 벌교읍 벌교리","","25"
"전남","보성","4678010017","추동","고읍리회관","전라남도 보성군 벌교읍 고읍리","","66"
"전남","보성","4678010017","추동","연동교회","전라남도 보성군 벌교읍 지동리","061-857-3821","27"
"전남","보성","4678010017","추동","용동경로당","전라남도 보성군 벌교읍 낙성리","","25"
"전남","보성","4678010017","추동","세동회관","전라남도 보성군 벌교읍 징광리","","1168"
"전남","보성","4678010017","추동","보성제일고등학교","전라남도 보성군 벌교읍 벌교리","061-859-7633","2080"
"전남","보성","4678010017","추동","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010017","추동","월곡회관","전라남도 보성군 벌교읍 벌교리","","30"
"전남","보성","4678010017","추동","고읍리회관","전라남도 보성군 벌교읍 고읍리","","30"
"전남","보성","4678010017","추동","연동교회","전라남도 보성군 벌교읍 지동리","061-857-3812","50"
"전남","보성","4678010017","추동","용동경로당","전라남도 보성군 벌교읍 낙성리","","30"
"전남","보성","4678010017","추동","세동회관","전라남도 보성군 벌교읍 징광리","","30"
"전남","보성","4678010017","추동","내추회관","전라남도 보성군 벌교읍 추동리","","30"
"전남","보성","4678010017","추동","삼광중학교","전라남도 보성군 벌교읍 장좌리","061-857-0056","400"
"전남","보성","4678010017","추동","벌교제일고등학교","전라남도 보성군 벌교읍 회정리","061-857-7633","300"
"충남","당진","4483010043","초대","전대초등학교","충청남도 당진시 송악읍 전대리","041-357-8203","300"
"전남","보성","4678010086","대곡","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010086","대곡","조성초등학교","전라남도 보성군 조성면 조성리","061-857-9022","1000"
"전남","광주","4679010043","등용","청풍면사무소","전라남도 화순군 청풍면 차리","061-379-5080",""
"전남","광주","4679010043","등용","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"전남","광주","4679010043","등용","이양초등학교","전라남도 화순군 이양면 이양리","061-372-2012","1200"
"전남","광주","4679010043","등용","청풍초등학교","전라남도 화순군 청풍면 차리","061-372-6006","600"
"경북","경산.청도","4729010264","송내","남산면사무소","경상북도 경산시 남산면 산양리","053-804-7573","28"
"경북","경산.청도","4729010264","송내","남산초등학교","경상북도 경산시 남산면 산양리","053-852-5006","728"
"경기","화성.수원","4175010018","송라","평택해양경비안전서","경기도 평택시 포승읍 만호리","031-804-6200",""
"경기","화성.수원","4175010018","송라","화성오산교육지원청","경기도 화성시","031-371-0600",""
"경기","화성.수원","4175010018","송라","남양초등학교","경기도 화성시 남양읍","031-356-2014","282"
"강원","영북","4282010012","원암","한국전력공사 산청지사","경상남도 산청군 산청읍 옥산리","033-680-1233",""
"강원","영북","4282010012","원암","국토정보공사 고성지사","강원특별자치도 고성군 간성읍 상리","033-681-2243",""
"강원","영북","4282010012","원암","원암마을회관","강원특별자치도 고성군 토성면 원암리","",""
"강원","영북","4282010012","원암","현대콘도(아이파크)","강원특별자치도 고성군 토성면 원암리","033-635-9300","495"
"강원","영북","4282010012","원암","한국전기안전공사 강원북부지사","강원특별자치도 속초시 교동 ","",""
"강원","영북","4282010012","원암","고성군청","경상남도 고성군 고성읍 성내리","033-680-3114",""
"강원","영북","4282010012","원암","현대콘도","강원특별자치도 고성군 토성면 원암리","033-635-9300","220"
"강원","영북","4282010012","원암","켄싱턴 설악비치","강원특별자치도 고성군 토성면 봉포리","033-631-7601","230"
"강원","영북","4282010012","원암","고성군보건소","강원특별자치도 고성군 간성읍 신안리","033-681-2243",""
"강원","영북","4282010012","원암","한국전력공사 고성지사","강원특별자치도 고성군 간성읍 신안리","033-680-1233",""
"강원","영북","4282010012","원암","KBS진주방송국","경상남도 진주시 신안동","055-740-7100",""
"강원","영북","4282010012","원암","MBC진주방송국","경상남도 진주시 가좌동","055-771-2114",""
"강원","영북","4282010012","원암","KBS진주방송국","경상남도 진주시 신안동","033-740-7100",""
"강원","영북","4282010012","원암","고성소방서","강원특별자치도 고성군 간성읍 신안리","033-681-1119",""
"강원","영북","4282010012","원암","고성경찰서","강원특별자치도 고성군 간성읍 신안리","033-682-0112",""
"강원","영북","4282010012","원암","토성면사무소","강원특별자치도 고성군 토성면 봉포리","033-680-3659",""
"강원","영북","4282010012","원암","강원지역본부","강원특별자치도 춘천시 우두동 ","033-244-7814",""
"강원","영북","4282010012","원암","영북지사","강원특별자치도 속초시 대포동 ","033-630-0134",""
"강원","영북","4282010012","원암","현대콘도","강원특별자치도 고성군 토성면 원암리","","220"
"강원","영북","4282010012","원암","켄싱턴 설악비치","강원특별자치도 고성군 토성면 봉포리","033-631-7601","230"
"강원","영북","4282010012","원암","고성소방서","강원특별자치도 고성군 간성읍 신안리","033-681-1119",""
"강원","영북","4282010012","원암","고성소방서","강원특별자치도 고성군 간성읍 신안리","033-681-1119",""
"강원","영북","4282010012","원암","속초청해학교","강원특별자치도 속초시 장사동 ","033-634-6000","255"
"강원","영북","4282010012","원암","속초고등학교","강원특별자치도 속초시 장사동 ","033-634-6000","500"
"강원","영북","4282010012","원암","인흥초등학교","강원특별자치도 고성군 토성면 인흥리","033-636-5182","150"
"강원","영북","4282010012","원암","인흥3리복지회관","강원특별자치도 고성군 토성면 인흥리","","50"
"강원","영북","4282010012","원암","속초시예비군훈련장","강원특별자치도 고성군 토성면 원암리","","400"
"전남","광주","4679010046","이만(청풍)","이양초등학교","전라남도 화순군 이양면 오류리","061-372-3044","200"
"전남","광주","4679010046","이만(청풍)","청풍초등학교","전라남도 화순군 청풍면 차리","061-372-9544","1500"
"전남","광주","4679010046","이만(청풍)","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"전남","광주","4679010046","이만(청풍)","이양초등학교","전라남도 화순군 이양면 이양리","061-372-2012","1200"
"전남","광주","4679010046","이만(청풍)","청풍초등학교","전라남도 화순군 청풍면 차리","061-372-6006","600"
"경기","화성.수원","4175010046","보통","정남","경기도 화성시 정남면 발산리","031-352-9248",""
"경기","화성.수원","4175010046","보통","태안읍사무소","경기도 화성시 병점동","031-369-1554",""
"경기","화성.수원","4175010046","보통","보통리마을회관","경기도 화성시 정남면 보통리","031-352-2992","80"
"경기","화성.수원","4175010046","보통","괘랑리마을회관","경기도 화성시 정남면 괘랑리","031-353-6048","60"
"경기","화성.수원","4175010046","보통","정남중학교","경기도 화성시 정남면","031-352-3046","200"
"전남","보성","4678010066","일봉","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010066","일봉","복내초등학교","전라남도 보성군 복내면 복내리","061-853-3246","500"
"전남","보성","4678010124","임수","보성중학교 웅치분교","전라남도 보성군 웅치면 강산리","061-852-6012","200"
"전남","보성","4678010124","임수","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010018","증광","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010018","증광","벌교고등학교","전라남도 보성군 벌교읍 벌교리","061-857-0055","1000"
"전남","보성","4678010018","증광","벌교중학교","전라남도 보성군 벌교읍 봉림리","061-857-0564","500"
"전남","보성","4678010065","진봉","복내면사무소","전라남도 보성군 복내면 복내리","061-850-8253",""
"전남","보성","4678010065","진봉","복내면사무소","전라남도 보성군 복내면","061-850-8253",""
"전남","보성","4678010065","진봉","보성정보통신고등학교","전라남도 보성군 복내면 진봉리","061-853-7880","1000"
"전남","보성","4678010095","덕산","예당고등학교","전라남도 보성군 득량면 예당리","061-853-7886","1000"
"전남","보성","4678010089","신방","조성남초등학교","전라남도 보성군 조성면 덕산리","061-853-7105","200"
"전남","보성","4678010089","신방","용전보건소","전라남도 보성군 조성면 용전리","061-857-9812","50"
"전남","보성","4678010089","신방","덕정교회","전라남도 보성군 조성면 덕산리","061-853-7569","100"
"전남","보성","4678010089","신방","덕정교회","전라남도 보성군 조성면 덕산리","061-853-7180",""
"전남","보성","4678010089","신방","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010091","감동","보성소방서","전라남도 보성군 벌교읍","061-859-0822",""
"전남","보성","4678010091","감동","조성면사무소","전라남도 보성군 조성면","061-850-8313",""
"전남","보성","4678010091","감동","보성보건소","전라남도 보성군","061-850-5654",""
"전남","보성","4678010091","감동","보성군 보건소","전라남도 보성군","061-850-5654",""
"전남","보성","4678010091","감동","여수MBC","전라남도 여수시","061-650-3314",""
"전남","보성","4678010091","감동","조성남초등학교","전라남도 보성군 조성면 덕산리","061-853-7106","300"
"전남","보성","4678010091","감동","조성남초등학교","전라남도 보성군 조성면 덕산리","061-853-7105","300"
"전남","보성","4678010091","감동","보성군청","전라남도 보성군 보성읍","061-850-5533",""
"전남","보성","4678010091","감동","보성경찰서(조성파출소)","전라남도 보성군 보성읍","061-850-0263",""
"전남","보성","4678010091","감동","대흥마을회관","전라남도 보성군 조성면 용전리","061-853-1544","30"
"전남","보성","4678010091","감동","흥촌마을회관","전라남도 보성군 조성면 용전리","061-853-7666","30"
"전남","보성","4678010091","감동","신동일반마을회관","전라남도 보성군 조성면 동촌리","061-853-7639","30"
"전남","보성","4678010091","감동","동곡마을회관","전라남도 보성군 조성면 동촌리","061-853-7106","30"
"전남","보성","4678010091","감동","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010091","감동","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010091","감동","보성군청 안전건설과","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전남","보성","4678010091","감동","덕정마을회관","전라남도 보성군 조성면 덕산리","061-853-0850","30"
"경남","합천","4889010285","가회","오도마을회관","경상남도 합천군 가회면 오도리","","50"
"경남","합천","4889010285","가회","합천군청","경상남도 합천군 합천읍","055-930-3454",""
"경남","합천","4889010285","가회","대기보건진료소","경상남도 합천군 가회면 중촌리","055-933-9268","150"
"경남","합천","4889010285","가회","가회초등학교","경상남도 합천군 가회면 덕촌리","055-932-9105","422"
"경남","합천","4889010285","가회","가회초등학교","경상남도 합천군 가회면","055-932-9105","200"
"경남","합천","4889010285","가회","오도마을회관","경상남도 합천군 가회면 오도리","","55"
"전남","보성","4678010005","해경","웅치초등학교","전라남도 보성군 웅치면 중산리","","180"
"전남","보성","4678010005","해경","다향체육관","전라남도 보성군 보성읍 보성리","061-850-5857","1000"
"전남","보성","4678010005","해경","보성군청","전라남도 보성군 보성읍 보성리","061-850-5944",""
"전북","남원","4519010301","용평","대정리마을회관(신)","전라북도 임실군 오수면 대정리","","30"
"전북","남원","4519010301","용평","덕과초교(신)","전라북도 남원시 덕과면 고정리","063-626-8733","221"
