대피소명,소재지,전화번호,수용가능인원
곡강초교,경상북도 포항시 북구 흥해읍 용천리,054-261-0121,404
학천초등학교,경상북도 포항시 북구 흥해읍 학천리,054-262-5727,2067
남성3리 마을회관,경상북도 포항시 북구 흥해읍 남성리,054-261-0062,17
남성1리마을회관,경상북도 포항시 북구 흥해읍 남성리,054-262-5551,54
흥해남산초등학교,경상북도 포항시 북구 흥해읍 남성리,054-262-0307,2004
옥성2리마을회관,경상북도 포항시 북구 흥해읍 옥성리,054-261-3944,65
포항선린전문대학,경상북도 포항시 북구 흥해읍 초곡리,054-260-5000,800
흥해읍사무소,경상북도 포항시 북구 흥해읍 옥성리,054-240-7560,136
흥해고등학교,경상북도 포항시 북구 흥해읍 옥성리,054-262-1204,251
흥해실내체육관,경상북도 포항시 북구 흥해읍 옥성리,054-280-9575,526
양백2리마을회관,경상북도 포항시 북구 흥해읍 양백리,,30
용곡리마을회관,경상북도 포항시 북구 흥해읍 용곡리,054-261-0446,25
안덕1리마을회관,경상북도 포항시 북구 신광면 안덕리,054-243-0054,26
안덕2리 마을회관,경상북도 포항시 북구 신광면 안덕리,054-243-0285,29
반곡리마을회관,경상북도 포항시 북구 신광면 반곡리,054-266-9051,29
괴정리마을회관,경상북도 포항시 남구 연일읍 괴정리,,14
안덕리 마을회관,경상북도 포항시 북구 신광면 안덕리,,60
신광중학교,경상북도 포항시 북구 신광면 토성리,054-243-0004,955
신광초등학교,경상북도 포항시 북구 신광면 토성리,054-243-0008,409
신광면사무소,경상북도 포항시 북구 신광면 토성리,054-240-7594,50
대구교육해양수련원,경상북도 포항시 북구 흥해읍 곡강리,054-613-5900,1402
토성리마을 회관,경상북도 포항시 북구 신광면 토성리,,40
육군종합행정학교,충청북도 청주시,043-201-5555,
남전보건진료소,충청북도 영동군 양강면 남전리,043-744-3011,
남전보건진료소,충청북도 영동군 양강면 남전리,043-744-3011,
육군종합행정학교,충청북도 영동군 양강면 양정리,,2000
양강초등학교,충청북도 영동군 양강면 묘동리,043-744-2827,600
신정2리마을회관,충청남도 아산시 음봉면 신정리,041-543-3172,30
아산시청,충청남도 아산시 온천동,041-540-2416,
'22 완주대대,전라북도 완주군 소양면,063-243-7113,
전주시,전라북도 전주시,063-281-2219,
전주기상대,전라북도 전주시 덕진구 덕진동2가,063-284-0131,
호성 전주병원,전라북도 전주시 덕진구 호성동1가,063-240-8800,
'22 전라북도완주교육지원청,전라북도 완주군 용진읍,063-270-7650,
한국가스안전공사 전북지역본부,전라북도 전주시 완산구 서신동,063-276-0019,
완주군(도로담당),전라북도 완주군,063-290-2780,
완주 교육지원청,전라북도 완주군 용진읍 운곡리,063-539-2200,
완주군청,전라북도 완주군 용진읍 운곡리,063-290-2901,
'22 청웅면사무소,전라북도 임실군 청웅면,063-640-4071,
청웅초등학교,전라북도 임실군 청웅면 구고리,063-643-8033,150
임실군청,전라북도 임실군 임실읍 이도리,063-640-2631,
생활체육관,충청남도 금산군 금성면 양전리,,418
용문초등학교,충청남도 금산군 군북면 내부리,041-753-4598,441
하류리 경로당,충청남도 금산군 금성면 하류리,,20
금성교회,충청남도 금산군 금성면 상가리,,97
상가2리 마을회관,충청남도 금산군 금성면 상가리,,25
용문초등학교,충청남도 금산군 군북면,041-753-4598,
KBS대전방송총국,대전광역시 서구 만년동,042-470-7421,
금산 소방서,충청남도 금산군 금산읍,041-750-1201,
금산 경찰서,충청남도 금산군 금산읍,041-750-0352,
금산 금성면사무소,충청남도 금산군 금성면,041-750-2021,
충남도청,충청남도 홍성군 홍북읍,041-635-2185,
대청병원,대전광역시 서구 정림동,,
금성초등학교,충청남도 금산군 금성면 상가리,041-752-3009,
한국전기안전공사,대전광역시 동구 인동,042-280-3400,
하류리 경로당,충청남도 금산군 금성면 파초리,041-752-8521,30
파초2리 장목동마을회관,충청남도 금산군 금성면 파초리,,30
새터노인회관,충청남도 금산군 금성면 파초리,,50
금성교회,충청남도 금산군 금성면 상가리,041-752-3019,200
상가2리 마을회관,충청남도 금산군 금성면 상가리,,50
금성초등학교,충청남도 금산군 금성면 상가리,041-752-3009,500
금산군,충청남도 금산군,041-750-2861,
새금산병원,충청남도 금산군,041-754-8272,
금성교회,충청남도 금산군 금성면 상가리,041-752-3019,100
금성초등학교,충청남도 금산군 금성면 상가리,041-754-3022,500
입포침례교회,충청남도 부여군 양화면 입포리,041-833-3059,50
부여전자고교,충청남도 부여군 임천면,041-834-2059,784
육군제8361부대3대대,충청남도 부여군 규암면 반산리,041-943-8361,
입포침례교회,충청남도 논산시,,50
가신2마을회관,충청남도 부여군 임천면,041-833-3239,
부여보건소,충청남도 부여군 부여읍,041-830-2498,
성요셉병원,충청남도 부여군 부여읍,041-835-7582,
건양대학교 부여병원,충청남도 부여군 부여읍,041-837-1200,
대전지방기상청,충청남도 홍성군,041-921-2803,
한국전력공사 부여지사,충청남도 부여군 부여읍,041-830-1213,
육군제8361부대3대대,충청남도 청양군 청양읍,041-943-8361,
보령기상대 상황실,충청남도 보령시 요암동,041-576-0365,
천안,충청남도 천안시,041-521-2413,
태안,충청남도 태안군,041-670-2897,
무술초등학교(폐교),충청남도 부여군 외산면 비암리,041-830-8291,
온해2리 마을회관,충청남도 부여군 내산면 온해리,041-833-3339,
가신2마을회관,충청남도 부여군 임천면,041-833-3239,50
가신장로교회,충청남도 부여군 임천면 가신리,041-833-3093,34
양화초등학교,충청남도 부여군 양화면,041-833-3090,200
입포침례교회,충청남도 부여군 양화면 입포리,,50
가신2마을회관,충청남도 부여군 임천면,041-833-3239,50
보령기상대 상황실,충청남도 보령시 요암동,041-576-0365,
부여전자고교,충청남도 부여군 임천면,041-833-2081,400
부여전자고교,충청남도 부여군 임천면,041-833-2081,
양화중학교,충청남도 부여군 양화면,041-834-6085,300
가신1마을회관,충청남도 부여군 임천면,041-834-6376,50
건양대학교부여병원,충청남도 부여군 부여읍 동남리,041-837-1200,
논산국토관리사무소,충청남도 논산시 내동,041-730-5864,
대전KBS,대전광역시 서구 만년동,042-470-7400,
제8361부대,충청남도 부여군 규암면 반산리,041-943-8361,
경찰서,충청남도 부여군 부여읍 동남리,041-830-9528,
입포침례교회,충청남도 논산시,041-833-3059,50
입포침례교회,충청남도 논산시 강경읍,,50
입포침례교회,충청남도 부여군 양화면 입포리,041-833-3059,50
양화초등학교,충청남도 부여군 양화면 족교리,041-833-3090,200
한국가스안전공사,대전광역시 서구,042-485-0019,
한국전기안전공사,충청남도 논산시,041-912-3282,
논산국토관리사무소,충청남도 논산시,041-730-5864,
부여교육지원청,충청남도 부여군 부여읍,041-830-8291,
KT 부여지사,충청남도 부여군 부여읍,041-833-2300,
부여경찰서,충청남도 부여군 부여읍,041-835-9528,
부여소방서,충청남도 부여군,041-830-0250,
부여전자고교,충청남도 부여군 임천면 만사리,041-833-2081,400
입포침례교회,충청남도 부여군 양화면 입포리,041-833-3059,9
충청남도 재난안전대책본부,충청남도 홍성군 홍북면,041-635-4000,
양화초등학교,충청남도 부여군 양화면 족교리,041-833-3090,718
양화중학교,충청남도 부여군 양화면 족교리,041-834-6085,424
가신1리마을회관,충청남도 부여군 임천면 가신리,041-834-6376,30
가신2리마을회관,충청남도 부여군 임천면 가신리,041-833-3239,34
신림면사무소,전라북도 고창군 신림면 무림리,063-560-8482,
주황경로당,전라북도 고창군 흥덕면 사포리,063-562-6378,30
고창북중교,전라북도 고창군 부안면 상등리,063-562-2571,300
고창북고교,전라북도 고창군 흥덕면 흥덕리,063-562-6978,2627
신림초교,전라북도 고창군 신림면 법지리,063-561-3156,300
서당촌경로당,전라북도 고창군 신림면 벽송리,063-562-4362,30
송촌경로당,전라북도 고창군 신림면 송용리,063-562-4356,30
유강중학교,경상북도 포항시 남구 연일읍 유강리,054-278-4894,2549
포항남부초교,경상북도 포항시 북구 용흥동,054-277-1366,1848
대해초교,경상북도 포항시 남구 대도동,054-272-6317,1551
상대초교,경상북도 포항시 남구 대도동,054-281-2317,2043
죽도초교,경상북도 포항시 북구 죽도동,054-274-1089,1381
대잠초교,경상북도 포항시 북구 죽도동,054-283-8511,1354
포항항도중교,경상북도 포항시 북구 죽도동,054-283-4697,1947
세명고교,경상북도 포항시 남구 대잠동,054-273-9696,2721
신흥초교,경상북도 포항시 남구 상도동,054-272-6417,1463
포항제철초등학교,경상북도 포항시 남구 지곡동,054-279-4748,2043
효자초교,경상북도 포항시 남구 효자동,054-281-7594,2512
대도초교,경상북도 포항시 남구 대도동,054-284-0156,2313
상도중학교,경상북도 포항시 남구 대도동,054-274-8470,1828
포항원동초교,경상북도 포항시 남구 오천읍 원리,054-291-3039,3268
동해초교,경상북도 포항시 남구 동해면 도구리,054-284-4518,1924
영일고교,경상북도 포항시 남구 연일읍 동문리,054-285-5017,2743
신흥중교,경상북도 포항시 남구 오천읍 세계리,054-292-4171,1397
포항동해중교,경상북도 포항시 남구 동해면 도구리,054-284-3008,1194
포항동성 고등학교,경상북도 포항시 남구 동해면 도구리,054-286-1238,1446
원각사,경상북도 포항시 남구 오천읍 갈평리,0507-1365-9898,56
문충초교,경상북도 포항시 남구 오천읍 문충리,054-292-2239,517
대흥사,경상북도 포항시 남구 오천읍 용산리,054-291-6340,34
남성초교,경상북도 포항시 남구 대송면 송동리,054-285-0356,461
대송중교,경상북도 포항시 남구 대송면 남성리,054-285-5374,1051
대송초교,경상북도 포항시 남구 대송면 제내리,054-285-3218,969
연일초등학교,경상북도 포항시 남구 연일읍 생지리,054-286-0507,2083
염티초등학교,충청남도 아산시 염치읍 염성리,041-541-8733,480
아산시청,충청남도 아산시 온천동,041-540-2416,
남성초등학교,충청남도 아산시 신창면 남성리,041-547-2312,2310
수장1리 노인정,충청남도 아산시 신창면 수장리,,45
신정중학교,충청남도 아산시 실옥동,041-547-3072,2706
신광초등학교,충청남도 아산시 배미동,041-534-7215,1947
덕지리 마을회관,충청남도 아산시 음봉면 덕지리,041-543-3726,58
월랑1리마을회관,충청남도 아산시 음봉면 월랑리,041-543-8656,46
아산시청,충청남도 아산시 온천동,041-540-2416,
동덕초등학교,충청남도 아산시 탕정면 동산리,041-533-3813,1748
덕지리 마을회관,충청남도 아산시 음봉면 덕지리,,26
월랑2리마을회관,충청남도 아산시 음봉면 월랑리,041-543-3466,44
공주대학교,충청남도 천안시 서북구 부대동,041-521-9114,695
부성2동 행정복지센터,충청남도 천안시 서북구 부대동,041-521-6982,
업성초등학교,충청남도 천안시 서북구 업성동,041-583-3736,80
천안부대초등학교,충청남도 천안시 서북구 부대동,041-554-8296,55
천안업성초등학교,충청남도 천안시 서북구 업성동,041-583-3736,80
공주대학교,충청남도 천안시 서북구 업성동,041-521-9114,695
부용초등학교,충청북도 영동군 영동읍,043-740-3352,406
청양군,충청남도 청양군 청양읍 송방리,041-940-2419,
청남중학교,충청남도 청양군 청남면 청소리,041-942-7394,758
청소마을회관,충청남도 청양군 청남면 청소리,041-942-7302,35
상장2리마을회관,충청남도 청양군 청남면 상장리,041-943-7939,45
내직2리마을회관,충청남도 청양군 청남면 내직리,041-942-5881,43
동강마을회관,충청남도 청양군 청남면 동강리,041-942-7558,91
천내교회,충청남도 청양군 청남면 동강리,041-942-7547,25
왕진2리마을회관,충청남도 청양군 청남면 왕진리,041-943-4981,30
왕진1리마을회관,충청남도 청양군 청남면 왕진리,041-943-4536,23
화양1리마을회관,충청남도 청양군 목면 화양리,041-943-5221,32
내직1마을회관,충청남도 청양군 청남면 내직리,041-942-7668,36
장평중학교,충청남도 청양군 장평면 중추리,041-942-6016,783
청남중학교,충청남도 청양군 청남면 청소리,041-942-7394,758
청하면사무소,경상북도 포항시 북구 청하면 덕성리,054-240-7610,150
청하면사무소,경상북도 포항시 북구 청하면 덕성리,054-240-7610,96
청하중학교,경상북도 포항시 북구 청하면 월포리,054-232-4016,523
청하초등학교,경상북도 포항시 북구 청하면 덕성리,054-232-4011,585
임실필봉농악전수관,전라북도 임실군 강진면,063-643-1902,727
임실군청소년수련원,전라북도 임실군 관촌면,063-640-2130,189
임실군 청소년수련원,전라북도 임실군 관촌면,063-640-2130,681
임실군민체육회관.,전라북도 임실군 임실읍 이도리,063-640-2912,620
전주국토관리사무소,전라북도 완주군 이서면,063-220-0403,
임실동중학교,전라북도 임실군 임실읍,063-642-2537,251
오수중학교,전라북도 임실군 오수면,063-642-5475,109
임실군청소년수련원,전라북도 임실군 관촌면,063-640-2114,189
관촌중학교,전라북도 임실군,063-642-0311,
관촌중학교,전라북도 임실군 관촌면,063-642-0311,292
임실군청소년수련원,전라북도 임실군 관촌면,063-640-2114,
임실 오수면사무소,전라북도 임실군 오수면,063-640-4411,
관촌중학교.,전라북도 임실군 관촌면,063-640-2130,292
임실동중학교,전라북도 임실군 임실읍 이도리,063-642-2536,251
임실고등학교,전라북도 임실군 임실읍,063-644-7512,233
임실 성수면사무소,전라북도 임실군 성수면,063-640-4151,
익산시,전라북도 익산시,1577-0072,
전주시,전라북도 전주시 완산구,063-281-2114,
전주기상대,전라북도 전주시 덕진구,063-249-3270,
임실군 보건의료원,전라북도 임실군 임실읍,063-640-2114,
오수중학교,전라북도 임실군 오수면,063-642-5475,
('23)임실군보건의료원,전라북도 임실군 임실읍,063-640-3101,
임실군,전라북도 임실군 임실읍,063-640-2611,
오수중학교,전라북도 임실군 오수면,063-642-1897,109
임실고등학교,전라북도 임실군 임실읍,063-644-7512,
오수중학교,전라북도 임실군 오수면,063-642-1897,
KT임실지사,전라북도 임실군 임실읍,063-644-0801,
임실경찰서,전라북도 임실군 임실읍,063-640-0349,
임실군청,전라북도 임실군 임실읍,063-640-2611,
전주기상대,전라북도 전주시,063-249-3270,
한국전력공사 임실지사,전라북도 임실군 임실읍,063-640-5212,
전주국토관리사무소,전라북도 익산시,063-220-0404,
임실교육지원청,전라북도 임실군 임실읍,063-640-3505,
임실군청,전라북도 임실군 임실읍 이도리,063-640-2631,
성수면사무소,전라북도 진안군 성수면,063-640-4155,
보은군청,충청북도 보은군 보은읍,043-540-3401,366
충청북도,충청북도 청주시 상당구 문화동,043-220-4380,
보은여자중학교,충청북도 보은군 보은읍 교사리,,300
보은자영고등학교,충청북도 보은군 보은읍 교사리,,250
보은군청,충청북도 보은군 보은읍 이평리,043-540-3401,
보은읍사무소,충청북도 보은군 보은읍,043-540-3601,
보은읍사무소,충청북도 보은군 보은읍 삼산리,043-540-3601,
오창마을회관,충청북도 보은군 장안면 오창리,,25
신함리마을회관,충청북도 보은군 보은읍 신함리,,25
신함2리 마을회관,충청북도 보은군 보은읍 신함리,,25
양대초등학교,충청남도 천안시 서북구 입장면 시장리,041-584-5044,600
양대초등학교,충청남도 천안시 서북구 입장면 시장리,041-584-5044,195
무안군청(이동),전라남도 무안군 무안읍 성동리,061-450-5823,
전라남도청(이동),전라남도 무안군 삼향읍 남악리,061-286-3291,
동암마을정훈회관,전라남도 무안군 청계면 남안리,061-454-2994,100
청계북초등학교,전라남도 무안군 청계면 남안리,061-454-4572,200
무안군(청계면사무소),전라남도 무안군 청계면 도림리,061-450-4357,
전라남도청(일로2),전라남도 무안군 삼향읍 남악리,061-286-3291,
무안군청(일로2),전라남도 무안군 무안읍 성동리,061-450-5823,
명산1리경로당,전라남도 무안군 몽탄면 명산리,061-453-6118,100
복룡리4구회관,전라남도 무안군 일로읍 복룡리,,35
복룡마을회관,전라남도 무안군 일로읍 복룡리,,35
당호2구갈산마을회관,전라남도 무안군 몽탄면 당호리,,35
명산2리마을회관,전라남도 무안군 몽탄면 명산리,061-452-2909,40
명산성결교회,전라남도 무안군 몽탄면 명산리,061-452-0931,40
쌍지암,충청남도 예산군 광시면,041-333-9619,87
예산청소년수련마을,충청남도 예산군 광시면,041-333-3701,52
가덕1리마을회관,충청남도 예산군 광시면,041-332-6213,36
시목2리마을회관,충청남도 예산군 광시면,041-332-8900,60
시목1리마을회관,충청남도 예산군 광시면,041-332-3210,54
대회교회,충청남도 예산군 예산읍 대회리,041-555-6666,100
웅산초등학교,충청남도 예산군 광시면 광시리,041-332-1560,100
예산군청,충청남도 예산군 예산읍 예산리,041-339-7753,
봉산면사무소,충청남도 예산군 봉산면 고도리,041-339-8762,
용동성결교회,충청남도 예산군 삽교읍 용동리,041-337-2577,35
용리교회,충청남도 예산군 고덕면 용리,041-337-8820,30
고덕중학교,충청남도 예산군 고덕면 대천리,041-338-3916,300
효교1리마을회관,충청남도 예산군 봉산면 효교리,041-337-1539,30
덕산고등학교,충청남도 예산군 봉산면 효교리,041-337-3510,301
덕산중학교,충청남도 예산군 봉산면 하평리,041-337-4011,300
덕산초등학교,충청남도 예산군 덕산면 읍내리,041-337-0204,360
사석제일교회,충청남도 예산군 덕산면 옥계리,041-337-3316,30
덕산초등학교,충청남도 예산군 덕산면 읍내리,041-337-0205,300
신종리2리마을회관,충청남도 예산군 신암면 신종리,,30
아산성심학교,충청남도 아산시 선장면 군덕리,041-541-8794,720
도고온천역,충청남도 아산시 도고면 봉농리,041-542-7788,100
덕원플라자휴게소,충청남도 아산시 도고면 금산리,041-543-0931,30
신례원초등학교,충청남도 예산군 예산읍 신례원리,041-334-3585,540
신암중학교,충청남도 예산군 신암면 오산리,041-332-9107,100
예산전자공업고등학교,충청남도 예산군 예산읍 관작리,041-334-0061,250
양신초등학교,충청남도 예산군 오가면 분천리,041-333-1949,200
예산여자중학교,충청남도 예산군 예산읍 발연리,041-334-3149,810
오가초등학교,충청남도 예산군 오가면 역탑리,041-333-0946,810
예산고등학교,충청남도 예산군 예산읍 예산리,041-335-2511,900
예산중학교,충청남도 예산군 예산읍 주교리,041-331-2891,900
신장리1구마을회관,충청남도 예산군 오가면 신장리,041-334-5888,30
입침1리경로당,충청남도 예산군 응봉면 입침리,041-332-5537,30
계촌리 경로당,충청남도 예산군 신암면 계촌리,,30
오산2리 경로당,충청남도 예산군 신암면 오산리,,31
오산1리 경로당,충청남도 예산군 신암면 오산리,,45
궁평리 경로당,충청남도 예산군 예산읍 궁평리,041-334-3722,20
주교6리 경로당,충청남도 예산군 예산읍 주교리,,30
원천1리 경로당,충청남도 예산군 오가면 원천리,041-332-7990,30
신장2리 경로당,충청남도 예산군 오가면 신장리,041-331-0978,30
신장1리 경로당,충청남도 예산군 오가면 신장리,041-332-8510,30
입침2리 경로당,충청남도 예산군 응봉면 입침리,041-333-8956,60
입침1리 경로당,충청남도 예산군 응봉면 입침리,041-335-6864,31
신암초등학교,충청남도 예산군 신암면 종경리,041-332-9010,150
신례원초등학교,충청남도 예산군 예산읍 신례원리,041-334-2164,350
예산전자공업고등학교,충청남도 예산군 예산읍 관작리,041-334-0061,300
예산여자중학교,충청남도 예산군 예산읍 발연리,041-334-2491,300
오가초등학교,충청남도 예산군 오가면 역탑리,041-332-7321,300
금오초등학교,충청남도 예산군 예산읍 산성리,041-334-2504,300
예산여자고등학교,충청남도 예산군 예산읍 주교리,041-335-2490,300
예화여자고등학교,충청남도 예산군 예산읍 예산리,041-335-2495,300
예산고등학교,충청남도 예산군 예산읍 주교리,041-335-2511,300
예산중앙초등학교,충청남도 예산군 예산읍 주교리,041-334-2050,300
예산중학교,충청남도 예산군 예산읍 주교리,041-331-2892,1500
신종1리 경로당,충청남도 예산군 신암면 신종리,,45
선장초등학교,충청남도 아산시 선장면 군덕리,041-542-0852,300
신언3리 경로당,충청남도 아산시 도고면 신언리,041-543-1275,51
신언1리 경로당,충청남도 아산시 도고면 신언리,041-544-7425,40
신택2리 경로당,충청남도 예산군 신암면 신택리,,30
신종2리 경로당,충청남도 예산군 신암면 신종리,,30
문이면 행정복지센터,충청북도 청주시 상당구 문의면 미천리,043-201-5700,
문의면 행정복지센터,충청북도 청주시 상당구 문의면 미천리,043-201-5700,
노현교회,충청북도 청주시 상당구 문의면 노현리,043-298-4459,200
괴곡마을회관,충청북도 청주시 상당구 문의면 괴곡리,043-221-1707,50
청용마을회관,충청북도 청주시 상당구 가덕면 청용리,043-283-5558,50
가음중학교(폐교),경상북도 의성군 가음면 장리,054-833-9611,303
가음초등학교,경상북도 의성군 가음면 가산리,054-833-9595,120
가음면사무소,경상북도 의성군 가음면 장리,054-830-5142,90
금성고등학교,경상북도 의성군 금성면 탑리리,054-834-0183,567
삼산2리경로당,경상북도 의성군 봉양면 삼산리,054-832-7641,30
탑리4리경로당,경상북도 의성군 금성면 탑리리,054-833-5788,30
개일2리경로당,경상북도 의성군 금성면 개일리,054-834-5969,30
현리2리경로당,경상북도 의성군 가음면 현리리,054-833-6699,30
금성고등학교,경상북도 의성군 금성면 탑리리,054-834-0183,100
가음중학교(폐교),경상북도 의성군 가음면 장리,054-833-9611,50
구미리 경로당,경상북도 의성군 봉양면 구미리,054-832-1159,30
두야1리회관,충청남도 태안군 근흥면 두야리,041-673-0535,50
두야2리회관,충청남도 태안군 근흥면 두야리,041-670-2614,50
수룡리마을회관,충청남도 태안군 근흥면 수룡리,041-672-3224,200
안기2리회관,충청남도 태안군 근흥면 안기리,041-672-1494,50
안기1리회관,충청남도 태안군 근흥면 안기리,041-673-0535,50
원북초등학교,충청남도 태안군 원북면,041-672-7061,50
원북면사무소,충청남도 태안군 원북면 반계리,041-672-5002,35
마산1리 마을회관,충청남도 태안군 이원면,,30
이원면사무소,충청남도 태안군 이원면,,
원북초등학교,충청남도 태안군 원북면 반계리,041-672-7009,110
사촌3리경로당,경상북도 의성군 점곡면 사촌리,054-833-4049,27
송내2리마을회관,경상북도 의성군 점곡면 송내리,054-833-3875,26
서변2리경로당,경상북도 의성군 점곡면 서변리,054-833-4005,25
서변1리마을회관,경상북도 의성군 점곡면 서변리,054-832-3519,70
점곡초등학교,경상북도 의성군 점곡면 사촌리,054-833-4089,400
내의3리마을회관,대구광역시 군위군 소보면 내의리,054-382-2220,30
내의3리마을회관,대구광역시 군위군 소보면 내의리,054-382-2220,30
송원초등학교,대구광역시 군위군 소보면 송원리,054-382-4064,50
내의1리마을회관,대구광역시 군위군 소보면 내의리,054-382-4901,30
내의3리마을회관,대구광역시 군위군 소보면 내의리,054-382-2220,30
군위군,대구광역시 군위군 군위읍 동부리,054-380-7593,
안평초등학교,경상북도 의성군 안평면 박곡리,054-833-7566,500
포동노인회관,경상북도 의성군 안평면 창길리,,30
삼춘2리노인회관,경상북도 의성군 안평면 삼춘리,,30
안평하령노인회관,경상북도 의성군 안평면 하령리,054-833-7689,40
의성군,경상북도 의성군 의성읍 후죽리,054-830-6151,
안평면주민센터,경상북도 의성군 안평면 박곡리,054-830-5383,
하신마을회관,전라남도 구례군 산동면 신학리,,70
삼정사,전라남도 구례군 산동면 둔사리,061-782-3583,50
둔기마을회관,전라남도 구례군 산동면 이평리,,26
토치마을회관,전라남도 구례군 산동면 신학리,,55
오향마을회관,전라남도 구례군 산동면 신학리,,33
내온마을회관,전라남도 구례군 산동면 외산리,061-782-0068,53
군위군,대구광역시 군위군 군위읍 동부리,054-380-7593,
군위중학교,대구광역시 군위군 군위읍 정리,054-383-2781,200
다인보건진료소,경상북도 의성군 다인면 서릉리,054-861-4102,100
다인성당,경상북도 의성군 다인면 서릉리,,200
다인면주민센터,경상북도 의성군 다인면 서릉리,054-830-5332,100
다인정보고등학교(폐교),경상북도 의성군 다인면 도암리,,600
다인성당,경상북도 의성군 다인면,054-861-8343,0
다인보건지소,경상북도 의성군 다인면,054-861-4102,0
다인초등학교,경상북도 의성군 다인면,054-861-4006,0
공정3리경로당,경상북도 의성군 사곡면 공정리,054-834-1228,30
작승경로회관,경상북도 의성군 사곡면 작승리,054-834-8778,30
신감2리경로당,경상북도 의성군 사곡면 신감리,054-832-7782,30
양지2리노인회관,경상북도 의성군 사곡면 양지리,054-833-0572,30
우보중학교,대구광역시 군위군 우보면 이화리,054-382-6080,400
우보중학교,대구광역시 군위군 우보면 이화리,054-382-6080,300
미성1리마을회관,대구광역시 군위군 우보면 미성리,054-382-6262,30
산성면사무소,대구광역시 군위군 산성면 화본리,054-380-6507,30
무암1리마을회관,대구광역시 군위군 산성면 무암리,054-383-8859,30
소보관리자학교,대구광역시 군위군 소보면 서경리,,1984
송백자연생태학습원,경상북도 구미시 산동면 송산리,,925
소보관리자학교,대구광역시 군위군 소보면 서경리,054-383-6397,200
송백자연생태학습원,경상북도 구미시 산동면 송산리,054-473-8256,400
소보관리자학교,대구광역시 군위군 소보면 서경리,054-383-6397,200
송백자연생태학습원,경상북도 구미시 산동면 송산리,054-473-8256,400
안계성당,경상북도 의성군 안계면 용기리,054-861-0371,394
안계초등학교,경상북도 의성군 안계면 토매리,054-861-3391,900
안계면사무소,경상북도 의성군 안계면 용기리,054-830-5302,606
안계성당,경상북도 의성군 안계면 용기리,054-861-0371,100
안계초등학교,경상북도 의성군 안계면 용기리,054-861-7714,300
안계면사무소,경상북도 의성군 안계면 용기리,054-830-5302,150
안계초등학교,경상북도 의성군 안계면 토매리,054-861-7714,300
위양리마을회관,경상북도 의성군 안계면 위양리,054-861-3575,30
사천시,경상남도 사천시 곤명면 봉계리,,80
신산마을회관,경상남도 사천시 곤명면 조장리,,27
태안해양경찰서,충청남도 태안군 태안읍 장산리,041-950-2442,
중장5리마을회관,충청남도 태안군 안면읍 중장리,,25
안중초교,충청남도 태안군 안면읍 중장리,041-673-5372,50
화정면사무소,경상남도 의령군 화정면 상정리,055-570-4520,
대곡초등학교,경상남도 진주시 대곡면 와룡리,055-744-1600,300
대곡중 고등학교,경상남도 진주시 대곡면 유곡리,055-746-0169,500
해안면복지회관,강원특별자치도 양구군 해안면 현리,,273
해안면보건소,강원특별자치도 양구군 해안면 현리,033-481-2647,82
해안중교,강원특별자치도 양구군 해안면 현리,033-481-1579,121
해안초교,강원특별자치도 양구군 해안면 현리,033-481-0608,668
상북면행정복지센터,울산광역시 울주군 상북면 산전리,052-262-2302,
궁근정초등학교(폐교),울산광역시 울주군 상북면,,
산성초등학교(중왕분교),충청남도 서산시 지곡면 중왕리,041-669-2837,0
한국농어촌공사 장흥지사,전라남도 장흥군 장흥읍 향양리,061-860-7600,
회진초등학교,전라남도 장흥군 관산읍 죽교리,061-867-5032,500
회덕중학교,전라남도 장흥군 관산읍,061-867-0920,400
관산남초등학교,전라남도 장흥군 관산읍 삼산리,061-867-2619,300
용덕면사무소,경상남도 의령군 용덕면 운곡리,055-570-4573,
신소새마을회관,경상남도 의령군 용덕면,055-572-0788,50
신촌복지회관,경상남도 의령군 용덕면 신촌리,055-572-8617,20
신촌교회,경상남도 의령군 용덕면 신촌리,055-572-0318,50
성비새마을회관,경상남도 의령군 용덕면 신촌리,055-572-0855,20
상죽마을회관,경상남도 의령군 용덕면 죽전리,055-572-1129,20
가락새마을회관,경상남도 의령군 용덕면 가락리,055-573-3811,20
미곡새마을회관,경상남도 의령군 용덕면 와요리,055-574-2432,20
용덕초등학교,경상남도 의령군 용덕면,055-573-4005,100
가례초등학교,경상남도 의령군 가례면 가례리,055-572-0383,210
의령초등학교,경상남도 의령군 의령읍 중동리,055-573-2726,540
하교암마을회관,경상남도 의령군 용덕면 교암리,055-573-5258,30
운곡복지회관,경상남도 의령군 용덕면 운곡리,055-573-0212,30
무상마을회관,경상남도 의령군 의령읍 중동리,055-573-5868,30
뉴시스,서울특별시 중구,041-662-1884,
성연중학교,충청남도 서산시 성연면 왕정리,041-662-8050,300
충남재난안전상황실,충청남도 홍성군 홍북면 신경리,041-635-4000,
성연초등학교,충청남도 서산시 성연면,041-669-2192,300
고창북중학교,전라북도 고창군 부안면,063-562-2572,300
봉암초등학교,전라북도 고창군 부안면,063-562-1717,560
부안초등학교,전라북도 고창군 부안면,063-562-2020,300
안면중고등학교,충청남도 태안군 안면읍,041-673-3092,30
안면읍사무소,충청남도 태안군 안면읍 승언리,,
안면초등학교,충청남도 태안군 안면읍 승언리,041-673-1021,101
창기리교회,충청남도 태안군 안면읍 창기리,041-673-5246,54
